店舗名称,エリア,券種,place_name,formatted_address,lat,lng,category,display_category,phone,official_url,google_maps_url,google_summary,raw_description,description,instagram_url,tiktok_url,x_url,facebook_url,youtube_url,line_url,tabelog_url,hotpepper_url,jalan_url
KAIKA ゆめタウン飯塚店,菰田西,both,KAIKA ゆめタウン飯塚店,〒820-0017 福岡県飯塚市菰田西３丁目６−１ ゆめタウン飯塚 1F,33.6322519,130.6855079,花屋,住まい・暮らし,0948-52-6190,https://www.instagram.com/kaika_878/,https://www.google.com/maps/place/?q=place_id:ChIJI2bavCB_QTURK3WrNrAHbVU,お店のお祝いで友人からバルーンスタンドをいただきました。すごく嬉しかったのですが記念に立て札を飾ろうとしたら・・・ 裏に葬儀に使われたであろう印刷が。 お祝いの品にそんな物を使い回しするなんて。 人気 / 今日は素敵なお花をありがとうございました花の管理方法なども丁寧に教えてくださってとても助かりました。 接客も本当に親切で安心して購入できました。またぜひ利用させていただきます。 ありがとうございました,ゆめタウン飯塚店を含む福岡県飯塚の花屋。飯塚・筑豊から全国へ映えるギフト花を配送。誕生日、開店祝い、プロポーズ、入学・卒業祝い、成人式、推し活、記念日、葬儀などに対応。ご注文は来店のみ。,飯塚・筑豊から全国へ映えるギフト花束を提供。誕生日・開店祝い・プロポーズ・入学祝・成人式・葬儀など対応。ご注文は来店ください。,https://www.instagram.com/kaika_878/,,,,,,,,
旬楽みささ,新飯塚,both,旬楽みささ,〒820-0005 福岡県飯塚市新飯塚６−６ 花宅ビル 106,33.643463,130.693047,飲食店,グルメ・飲食,0948-23-5688,https://www.instagram.com/misasa_taisyo,https://www.google.com/maps/place/?q=place_id:ChIJxw4rUyJ-QTURAeAZ9dKCjAo,お洒落で落ち着く店内。絶品の料理は見た目も美しく、コースはボリューム満点。それでいて高くない。アルバイトの学生さんも、真心こもったサービスで気持ちよく過ごせました。人にお薦めできる店です。当然ながら人 / 最高なお店です 癒やされますし美味しいです また行きたくなるお店です いつも満席で騒がしくにぎやかで スタッフさんもテキパキされていますし 文句なく☆☆☆☆☆☆☆です 職場の近くに美味しいお店があ,福岡県飯塚市新飯塚の居酒屋。月〜土17:30〜23:30営業、日曜定休。新飯塚駅徒歩2分。お手頃価格で落ち着いた雰囲気。Google評価4.3(79件)、食べログ3.04。イートイン可、予約可、日本酒・焼酎あり。,福岡県飯塚市の居酒屋。月〜土17:30〜23:30営業、日曜定休。落ち着いた雰囲気でリーズナブル。新飯塚駅徒歩2分。Google評価4.3(79件)。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40022709/,,
ヘアーサロンムラカミ,鯰田,both,ムラカミ理容,〒820-0001 福岡県飯塚市鯰田５５２−２,33.668001,130.7080883,美容室,美容・健康,0948-22-4623,,https://www.google.com/maps/place/?q=place_id:ChIJAc_RedvVQzURj_1_NLoY03E,旦那と子ども達がいつもお世話になってます。めっちゃカッコよくしてくれます(*´ `*) / 丁寧な理容です。コロナ対策もしっかりされて安心です！ありがとうございました！,"福岡県飯塚市の理容室。カット3,960円、カラー6,600円～7,920円、シェービング4,840円。夜10時まで営業（日祝は7時まで）。鯰田駅から徒歩8～10分。毎週月曜日、第1・3月曜日・火曜日が定休日。",鯰田駅徒歩8-10分。平日夜10時、日祝7時まで営業。駐車場有。理容室・美容室。,,,,,,,,,
ノエビア福岡南販売,横田,both,ノエビア福岡南販売(オフィス・トベ),〒820-0044 福岡県飯塚市横田５６６−５,33.6395021,130.6665544,化粧品,ショッピング,0948-29-2855,,https://www.google.com/maps/place/?q=place_id:ChIJaR2HCrd_QTUR3YsMxNTxxsQ,,ノエビア福岡南販売はノエビアの登録販売店。高橋将徳氏が担当し、ノエビアスタイル会員登録ページに記載あり。福岡県飯塚市横田に所在する化粧品販売店。,ノエビア福岡南販売はノエビアの登録販売店。高橋将徳氏が担当し、ノエビアスタイル会員登録ページに記載あり。,,,,,,,,,
WHISKY AJOTSSI,飯塚,both,WHISKY AJOTSSI,〒820-0041 福岡県飯塚市飯塚１２−１８,33.6368782,130.6850516,酒店,グルメ・飲食,,,https://www.google.com/maps/place/?q=place_id:ChIJ41h8aQB_QTURZKdSbbLsgug,,飯塚東町商店街のウイスキー専門店。スコッチ定番から希少ボトラーまで揃い、50ml単位量り売り(¥400〜、容器持ち込みOK)、¥100瓶販売。平日11-14:30、土日祝12-19、不定休(インスタ案内)。,飯塚東町商店街のウイスキー専門店。スコッチの定番品からレアウイスキーまで豊富に揃う。50ml単位の量り売りで気軽に試飲可能。平日11時〜14時半、土日祝12時〜19時営業。,https://www.instagram.com/ajotssi_spirits/,,,,,,,,
玉翠堂,片島,both,玉翠堂,〒820-0068 福岡県飯塚市片島２丁目１−１５,33.644705,130.684878,文具・書道,ショッピング,0948-24-7406,http://www.gyokusuido.com/,https://www.google.com/maps/place/?q=place_id:ChIJC6W38S9-QTUREiMj05qDji8,書道用具全般を取り扱ってます。９月から割引価格で販売されます。分かりにくい場所にあるので、結構探します。親身になって品物の説明をしてくれます。古い掛け軸のやりかえも お願いできます。久しぶりに行くと見 / あ～2年前に大事な品を預けたら未だに戻ってこない。 探してる、今度こそはと何度も待たされた挙句、連絡さえ してこなくなった。まともな業務をしているのだろうか。,福岡県飯塚市の書道専門店。県内有数の品揃えで、初心者から書道家まで対応。中国書道用品、一休園筆、呉竹墨、雅仙紙等を扱う。表装・掛軸修理、個展企画、2階で書道講座開催。年3回の展示即売会あり。営業10-19時、日祝休み（売り出し期間除く）。,福岡県飯塚市の書道専門店。書道用品・筆・墨・硯など初心者から書道家まで幅広く対応。中国製品や一休園筆、呉竹・墨運堂など取扱。,,,,,,,,,
祭りばやし,柏の森,both,祭りばやし,〒820-0011 福岡県飯塚市柏の森54−５４１−６,33.6417334,130.6977756,飲食店,グルメ・飲食,0948-22-5551,https://japoncompany.business/iizuka/546763-matsuribayashi,https://www.google.com/maps/place/?q=place_id:ChIJhwpR-xh-QTURcMX6wKj70sA,初来店。 串物は他店と比べて安いのでありがたい。 しかし注文したものと違う串物が出てきました。 店員は気づいてなかった。 カウンターにいて、炭火焼きだが焼くの長すぎではと思ってたら案の定裏返されたのは / レトロな感じの雰囲気ででもおしゃれで料理も美味しかった。 掘りこたつになっていて足を下ろして座れるのはありがたい。 簡易的なしきりで仕切られているから周りの声は聞こえる。ちょっと大きな声で話さないとい,飯塚市の居酒屋。豚バラの山芋とオクラ巻き、牛団子など安くて美味しい串が人気。地産地消にこだわり手作り料理を提供。広い駐車場あり、串物・海鮮などメニュー充実。,飯塚の居酒屋。16:00～24:00営業（L.O.23:00）、月曜休み。新飯塚駅徒歩5分。豚バラ山芋巻きや牛団子など安くて美味しい串が人気。地産地消の手作り料理、周りを気にせず楽しめる個室あり。,,,,,,,https://tabelog.com/cn/fukuoka/A4007/A400702/40004908/,,
からあげ大将飯塚本店,菰田西,both,からあげ大将 飯塚本店,〒820-0017 福岡県飯塚市菰田西２丁目４−１２,33.6296117,130.6874458,飲食店,グルメ・飲食,0948-23-1980,http://www.karaage-taisho.com/,https://www.google.com/maps/place/?q=place_id:ChIJCfMFZUZ-QTURnJkXvT2p36M,ピリ辛チキンバーが大好きです！唐辛子感が大人にはたまりません。外側はカリッ、中はジューシー。大将は朴訥な感じですが温かい方です。 / 2026.2.12 揚げすぎ。 梱包(袋入れ)も全て同じ。 せめて、梱包は、別々にしていただきたい。,福岡県飯塚市菰田西2-4-12にあるからあげ大将飯塚本店。TEL:0948-23-1980。和食店としてヒトサラに掲載。詳細な営業時間は不明。,福岡県飯塚市菰田西2-4-12にあるからあげ大将飯塚本店。TEL:0948-23-1980。,,,,,,,,,
ご馳走家むつごろう,新飯塚,both,ご馳走家 むつごろう,〒820-0005 福岡県飯塚市新飯塚１５−５,33.6433238,130.6922552,飲食店,グルメ・飲食,0948-22-3816,https://mutugorou.jp/,https://www.google.com/maps/place/?q=place_id:ChIJtR_BCSN-QTURxES_xxqApI4,2025.10.24 会社の飲み会です‼️ 魚介類がメインのお店です。 美味しくいただきました。 接客、雰囲気は👍️ 提供が、ちょっと遅く感じました。 / ずっと気になっていた居酒屋さんでした 時間がとれたので、急遽こちらに行くこととなり予約の電話をしたところ、カウンターであれば空いているとのこと ラッキーでした 気になるお料理をいくつかオーダー,"福岡県飯塚市新飯塚の居酒屋・和食店。産地直送食材を使い、季節の品や筑豊の酒蔵の日本酒を提供。2004年移転オープン。新飯塚駅徒歩5分、予算5,000-8,000円。個室あり、予約可、日曜定休。",福岡県飯塚市新飯塚の居酒屋・和食店。産地直送食材と季節の品々でお酒に合う料理を提供。月～土・祝 17:00～22:30、日休み。新飯塚駅徒歩3分。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40004928/,https://www.hotpepper.jp/strJ003340469/,
いづみや,西徳前,both,肉のいづみや,〒820-0031 福岡県飯塚市西徳前９−１６,33.6361092,130.6786918,飲食店,グルメ・飲食,0948-22-1919,,https://www.google.com/maps/place/?q=place_id:ChIJcegiaUp-QTURPCSlNX9L0b8,ローストビーフがオススメとの事で紹介で伺うも、評判の良いせいで残念ながら売切。事前に電話予約で作成してくれるとの事でしたので、ローストビーフは次回の楽しみにハンバーグと特売のヒレ肉を購入。帰宅して食べ / 肉質もいい〜ご主人も含めてすごく対応が良い 迷ったらローストビーフとハンバーグを買っている🥩 駐車場は隣り 大通り沿いにお店ある,いづみや精肉店は福岡県飯塚市西徳前の精肉店。飯塚駅から徒歩17分（1.3km）、電話0948-22-1919。スーパーマーケット・食品・食材カテゴリで飲食店ではなく鮮肉・鮮魚を扱う店舗。,いづみや精肉店は福岡県飯塚市西徳前の精肉店。飯塚駅から徒歩17分（1.3km）、電話0948-22-1919。,,,,,,,,,
パンセ 横田店,横田,both,（株）パンセ 本店,〒820-0044 福岡県飯塚市横田５８９−１,33.6406205,130.6688787,美容室,美容・健康,0948-23-5127,https://pensee.asia/,https://www.google.com/maps/place/?q=place_id:ChIJUWD5HrZ_QTURr5JA4vX86wM,先日、カットをして頂きました。 予約をしていたので待ち時間はなく、すぐに案内して貰えました。そこまでは良かったのですが、シャンプーもなく、10分程でカットも終わり、毛先もバラバラで、カット後は鏡で後ろ / いつもカラーをお願いしてます。美容師の◯山さんを追いかけて来てます。買い物していてたまに知らない人からその髪の色は何色ですか？何て言うて染めてますか？と聞かれる事もしばしばあります😊そして若い男性の美,落ち着いた癒しの空間で大人の女性も通いやすい美容室。ヘアカラーを中心に圧倒的なコスパが特徴。住所:福岡県飯塚市横田589-1。営業時間:9時～18時、定休日:月曜日、スタイリスト2人。,落ち着いた癒しの空間で大人の女性も通いやすいサロン。ヘアカラーを中心に圧倒的なコスパ。住所:福岡県飯塚市横田589-1、営業時間:9時～18時、定休日:月曜、スタイリスト2人。,,,,,,,,,
